Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
,22-X5676444,Person,Roseway,1/22/2022,0400,Assault Offenses,Aggravated Assault,,,1/22/2022,1
,22-X5676447,Person,Hazelwood,1/23/2022,1044,Assault Offenses,Simple Assault,,,1/23/2022,1
,22-X5676476,Person,Lents,1/23/2022,1325,Assault Offenses,Simple Assault,,,1/23/2022,1
,22-X5676734,Person,Centennial,1/23/2022,2129,Assault Offenses,Aggravated Assault,,,1/23/2022,1
,22-X5676735,Person,Madison South,1/23/2022,2331,Homicide Offenses,Murder and Non-negligent Manslaughter,,,1/23/2022,1
,22-X5676738,Person,Sellwood-Moreland,1/23/2022,2115,Assault Offenses,Simple Assault,,,1/23/2022,1
,22-X5676842,Person,Old Town/Chinatown,1/14/2022,1733,Assault Offenses,Aggravated Assault,,,1/14/2022,2
,22-X5676921,Person,King,1/24/2022,0643,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5676923,Person,Parkrose,1/24/2022,0931,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5676925,Person,Centennial,1/24/2022,1110,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5676926,Person,King,1/20/2022,1200,Kidnapping/Abduction,Kidnapping/Abduction,,,1/22/2022,1
,22-X5676947,Person,Portsmouth,1/24/2022,1230,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5676948,Property,,11/23/2021,1200,Fraud Offenses,Identity Theft,,,1/13/2022,1
,22-X5676951,Person,Parkrose,1/24/2022,1344,Assault Offenses,Aggravated Assault,,,1/24/2022,1
,22-X5677039,Person,Powellhurst-Gilbert,1/25/2022,0006,Assault Offenses,Intimidation,,,1/25/2022,1
,22-X5677043,Person,Hazelwood,1/25/2022,0210,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677090,Person,Buckman East,1/24/2022,1348,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5677285,Person,Parkrose,1/17/2022,0120,Assault Offenses,Aggravated Assault,,,1/17/2022,1
,22-X5677295,Property,Montavilla,1/7/2022,0835,Larceny Offenses,All Other Larceny,,,1/7/2022,1
,22-X5677321,Person,Reed,1/25/2022,1111,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677325,Person,Concordia,1/25/2022,1000,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677329,Person,Creston-Kenilworth,1/25/2022,1520,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677397,Person,Woodlawn,1/25/2022,1500,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677411,Person,Beaumont-Wilshire,1/25/2022,1806,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677603,Person,East Columbia,1/16/2022,0331,Human Trafficking Offenses,Involuntary Servitude,,,1/16/2022,2
,22-X5677631,Person,Parkrose,1/25/2022,0939,Sex Offenses,Fondling,,,1/25/2022,1
,22-X5677683,Person,Powellhurst-Gilbert,1/16/2022,1006,Assault Offenses,Simple Assault,,,1/16/2022,2
,22-X5677690,Person,Centennial,1/23/2022,0014,Assault Offenses,Intimidation,,,1/23/2022,1
,22-X5677731,Person,St Johns,1/25/2022,1756,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677741,Person,Reed,1/26/2022,0115,Assault Offenses,Simple Assault,,,1/26/2022,1
,22-X5677744,Person,Centennial,1/25/2022,2211,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5677746,Person,Kenton,1/26/2022,0157,Assault Offenses,Aggravated Assault,,,1/26/2022,1
,22-X5677749,Person,Kenton,1/26/2022,1003,Assault Offenses,Simple Assault,,,1/26/2022,1
,22-X5677789,Person,Lents,1/26/2022,1653,Assault Offenses,Aggravated Assault,,,1/26/2022,1
,22-X5677810,Person,Sunnyside,1/25/2022,0200,Assault Offenses,Aggravated Assault,,,1/25/2022,1
,22-X5677843,Person,Woodlawn,1/26/2022,1830,Assault Offenses,Intimidation,,,1/26/2022,1
,22-X5677846,Person,Sunnyside,1/26/2022,2356,Assault Offenses,Aggravated Assault,,,1/27/2022,1
,22-X5677853,Person,Foster-Powell,1/26/2022,1028,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5677885,Person,Downtown,1/3/2022,1200,Human Trafficking Offenses,Commercial Sex Acts,,,1/26/2022,1
,22-X5677889,Person,Centennial,12/4/2021,1800,Assault Offenses,Aggravated Assault,,,1/27/2022,1
,22-X5677918,Property,Hazelwood,1/26/2022,2226,Robbery,Robbery,,,1/26/2022,1
,22-X5677936,Person,Ashcreek,1/27/2022,0011,Assault Offenses,Aggravated Assault,,,1/27/2022,1
,22-X5677967,Person,Powellhurst-Gilbert,1/26/2022,1946,Assault Offenses,Aggravated Assault,,,1/26/2022,1
,22-X5677980,Property,Eliot,1/16/2022,0315,Vandalism,Vandalism,,,1/16/2022,1
,22-X5677994,Person,Pleasant Valley,1/23/2022,1432,Assault Offenses,Intimidation,,,1/23/2022,1
,22-X5677994,Society,Pleasant Valley,1/23/2022,1432,Pornography/Obscene Material,Pornography/Obscene Material,,,1/23/2022,1
,22-X5678011,Property,Hosford-Abernethy,1/3/2022,0830,Larceny Offenses,All Other Larceny,,,1/3/2022,1
,22-X5678069,Person,Northwest,1/27/2022,0907,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5678127,Person,Downtown,1/26/2022,1442,Assault Offenses,Simple Assault,,,1/26/2022,1
,22-X5678130,Person,Brentwood-Darlington,1/26/2022,2359,Assault Offenses,Simple Assault,,,1/26/2022,1
,22-X5678133,Person,Sunnyside,1/27/2022,1213,Assault Offenses,Intimidation,,,1/27/2022,1
,22-X5678143,Person,Hazelwood,1/25/2022,2300,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5678145,Property,Mt Tabor,1/5/2022,1220,Larceny Offenses,Theft From Motor Vehicle,,,1/5/2022,1
,22-X5678148,Person,Hazelwood,1/24/2022,0730,Assault Offenses,Intimidation,,,1/27/2022,1
,22-X5678155,Person,Pearl,1/27/2022,1720,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5678158,Person,Portsmouth,1/27/2022,2130,Assault Offenses,Simple Assault,,,1/27/2022,1
,22-X5678165,Property,Mill Park,1/28/2022,0037,Vandalism,Vandalism,,,1/28/2022,1
,22-X5678187,Person,Old Town/Chinatown,1/28/2022,0216,Homicide Offenses,Murder and Non-negligent Manslaughter,,,1/28/2022,1
,22-X5678259,Person,Hazelwood,12/30/2021,0600,Assault Offenses,Simple Assault,,,1/5/2022,1
,22-X5678399,Person,Creston-Kenilworth,1/28/2022,0130,Assault Offenses,Simple Assault,,,1/28/2022,1
,22-X5678424,Person,Parkrose,1/28/2022,1225,Assault Offenses,Simple Assault,,,1/28/2022,1
,22-X5678498,Person,West Portland Park,1/28/2022,1755,Assault Offenses,Aggravated Assault,,,1/28/2022,1
,22-X5678531,Person,Russell,1/24/2022,2000,Assault Offenses,Simple Assault,,,1/28/2022,1
,22-X5678546,Property,Centennial,1/16/2022,1528,Larceny Offenses,All Other Larceny,,,1/16/2022,1
,22-X5678550,Person,Downtown,1/28/2022,1700,Assault Offenses,Simple Assault,,,1/28/2022,1
,22-X5678601,Person,Lloyd,1/1/2022,2200,Sex Offenses,Rape,,,1/27/2022,1
,22-X5678638,Person,Kerns,1/29/2022,0235,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678729,Person,Centennial,1/29/2022,0937,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678731,Person,,2/13/2021,0000,Assault Offenses,Aggravated Assault,,,1/27/2022,1
,22-X5678735,Property,Sunnyside,12/24/2021,0000,Larceny Offenses,Theft From Motor Vehicle,,,1/3/2022,1
,22-X5678736,Person,Hayhurst,1/29/2022,0830,Assault Offenses,Simple Assault,,,1/29/2022,2
,22-X5678739,Property,Ashcreek,1/23/2022,1655,Vandalism,Vandalism,,,1/23/2022,1
,22-X5678745,Person,Centennial,1/29/2022,1044,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678749,Person,Madison South,1/25/2022,1100,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5678764,Person,Hayden Island,1/29/2022,0721,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678791,Person,Buckman East,1/29/2022,1604,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678791,Property,Buckman East,1/29/2022,1604,Vandalism,Vandalism,,,1/29/2022,1
,22-X5678798,Person,Parkrose Heights,1/29/2022,2006,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5678836,Person,Old Town/Chinatown,1/18/2022,1421,Sex Offenses,Fondling,,,1/18/2022,1
,22-X5679026,Person,Madison South,1/17/2022,2044,Sex Offenses,Statutory Rape,,,1/17/2022,1
,22-X5679055,Person,Northwest,12/26/2021,0500,Sex Offenses,Rape,,,1/20/2022,1
,22-X5679241,Person,Lloyd,1/29/2022,2350,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5679246,Person,King,1/30/2022,0003,Assault Offenses,Simple Assault,,,1/30/2022,2
,22-X5679247,Person,Reed,1/30/2022,0041,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679248,Person,Buckman West,1/29/2022,1856,Assault Offenses,Aggravated Assault,,,1/29/2022,1
,22-X5679260,Person,Boise,1/30/2022,0136,Assault Offenses,Aggravated Assault,,,1/30/2022,1
,22-X5679289,Person,Far Southwest,1/29/2022,2332,Assault Offenses,Intimidation,,,1/29/2022,1
,22-X5679295,Person,Madison South,1/30/2022,0949,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679302,Person,Homestead,11/1/2021,2300,Sex Offenses,Fondling,,,1/20/2022,1
,22-X5679309,Person,Argay,1/29/2022,1500,Assault Offenses,Simple Assault,,,1/29/2022,1
,22-X5679310,Person,Downtown,1/29/2022,1915,Assault Offenses,Aggravated Assault,,,1/29/2022,1
,22-X5679310,Property,Downtown,1/29/2022,1915,Burglary,Burglary,,,1/29/2022,1
,22-X5679312,Person,Lents,1/30/2022,0244,Assault Offenses,Simple Assault,,,1/30/2022,2
,22-X5679313,Person,Argay,1/30/2022,0541,Assault Offenses,Aggravated Assault,,,1/30/2022,1
,22-X5679314,Person,Madison South,1/30/2022,0600,Assault Offenses,Aggravated Assault,,,1/30/2022,1
,22-X5679315,Person,Powellhurst-Gilbert,1/30/2022,0940,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679317,Person,,1/30/2022,1300,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679340,Person,Hazelwood,1/30/2022,1242,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679340,Property,Hazelwood,1/30/2022,1242,Vandalism,Vandalism,,,1/30/2022,1
,22-X5679392,Person,North Tabor,1/30/2022,2030,Homicide Offenses,Murder and Non-negligent Manslaughter,,,1/30/2022,1
,22-X5679454,Person,Hazelwood,1/30/2022,0023,Assault Offenses,Aggravated Assault,,,1/30/2022,1
,22-X5679456,Person,Mt Scott-Arleta,1/30/2022,0441,Assault Offenses,Simple Assault,,,1/30/2022,1
,22-X5679458,Person,Sumner,1/30/2022,0946,Assault Offenses,Simple Assault,,,1/30/2022,2
,22-X5679461,Person,Lents,1/30/2022,1940,Assault Offenses,Aggravated Assault,,,1/30/2022,2
,22-X5679467,Person,Hazelwood,1/26/2022,2200,Sex Offenses,Sexual Assault With An Object,,,1/27/2022,1
,22-X5679472,Person,Hillsdale,1/31/2022,0127,Assault Offenses,Simple Assault,,,1/31/2022,1
,22-X5679526,Person,Mill Park,1/31/2022,0933,Sex Offenses,Fondling,,,1/31/2022,1
,22-X5679559,Person,St Johns,1/31/2022,0754,Kidnapping/Abduction,Kidnapping/Abduction,,,1/31/2022,1
,22-X5679561,Person,Montavilla,1/31/2022,1148,Assault Offenses,Simple Assault,,,1/31/2022,1
,22-X5679588,Person,Powellhurst-Gilbert,1/31/2022,1438,Assault Offenses,Simple Assault,,,1/31/2022,1
,22-X5679746,Person,Hazelwood,1/30/2022,0146,Homicide Offenses,Murder and Non-negligent Manslaughter,,,1/30/2022,1
,22-X5679748,Person,Richmond,2/1/2022,0024,Assault Offenses,Aggravated Assault,,,2/1/2022,1
,22-X5679750,Person,Hazelwood,1/31/2022,2312,Assault Offenses,Aggravated Assault,,,1/31/2022,1
,22-X5679801,Person,Sellwood-Moreland,2/1/2022,0413,Assault Offenses,Simple Assault,,,2/1/2022,1
,22-X5680011,Person,Portsmouth,2/1/2022,1135,Assault Offenses,Aggravated Assault,,,2/1/2022,1
,22-X5680013,Person,Sullivan's Gulch,2/1/2022,2138,Assault Offenses,Simple Assault,,,2/1/2022,1
,22-X5680014,Person,Sullivan's Gulch,2/1/2022,1913,Assault Offenses,Aggravated Assault,,,2/1/2022,1
,22-X5680015,Person,Lents,2/1/2022,2305,Assault Offenses,Simple Assault,,,2/1/2022,1
,22-X5680176,Person,Hosford-Abernethy,8/9/2021,0000,Assault Offenses,Aggravated Assault,,,2/1/2022,1
,22-X5680201,Property,Humboldt,1/21/2022,0948,Larceny Offenses,All Other Larceny,,,1/21/2022,1
,22-X5680201,Property,Humboldt,1/21/2022,0948,Vandalism,Vandalism,,,1/21/2022,1
,22-X5680259,Person,Centennial,1/31/2022,2100,Assault Offenses,Simple Assault,,,1/31/2022,2
,22-X5680261,Property,Hazelwood,12/5/2021,1100,Larceny Offenses,All Other Larceny,,,2/2/2022,1
,22-X5680319,Person,Centennial,2/1/2022,1718,Assault Offenses,Simple Assault,,,2/1/2022,1
,22-X5680327,Person,Centennial,1/19/2022,1941,Sex Offenses,Fondling,,,1/21/2022,1
,22-X5680350,Person,Downtown,1/31/2022,0816,Assault Offenses,Aggravated Assault,,,1/31/2022,1
,22-X5680353,Person,Rose City Park,2/1/2022,2343,Assault Offenses,Simple Assault,,,2/1/2022,1
,22-X5680354,Person,Parkrose Heights,2/2/2022,0147,Assault Offenses,Simple Assault,,,2/2/2022,1
,22-X5680356,Person,Kerns,2/2/2022,1057,Assault Offenses,Simple Assault,,,2/2/2022,1
,22-X5680361,Property,Alameda,2/1/2022,2045,Motor Vehicle Theft,Motor Vehicle Theft,,,2/2/2022,1
,22-X5680384,Person,Parkrose,2/2/2022,1440,Human Trafficking Offenses,Commercial Sex Acts,,,2/2/2022,1
,22-X5680384,Person,Parkrose,2/2/2022,1440,Human Trafficking Offenses,Involuntary Servitude,,,2/2/2022,1
,22-X5680413,Person,Boise,1/22/2022,1615,Assault Offenses,Simple Assault,,,1/22/2022,1
,22-X5680414,Person,Boise,1/21/2022,0000,Assault Offenses,Simple Assault,,,1/22/2022,1
,22-X5680415,Person,Overlook,1/24/2022,1000,Assault Offenses,Simple Assault,,,1/24/2022,1
,22-X5680417,Person,Hazelwood,2/2/2022,1551,Assault Offenses,Aggravated Assault,,,2/2/2022,1
,22-X5680417,Person,Hazelwood,2/2/2022,1551,Homicide Offenses,Murder and Non-negligent Manslaughter,,,2/2/2022,1
,22-X5680418,Person,Glenfair,1/24/2022,0425,Assault Offenses,Aggravated Assault,,,1/24/2022,1
,22-X5680432,Person,South Tabor,2/2/2022,2026,Assault Offenses,Simple Assault,,,2/2/2022,1
,22-X5680441,Person,Sellwood-Moreland,2/2/2022,2235,Assault Offenses,Simple Assault,,,2/2/2022,1
,22-X5680443,Person,Brentwood-Darlington,2/2/2022,2301,Assault Offenses,Simple Assault,,,2/2/2022,2
,22-X5680462,Person,Hosford-Abernethy,1/13/2022,1400,Assault Offenses,Intimidation,,,1/21/2022,3
,22-X5680465,Person,Hosford-Abernethy,1/18/2022,1400,Assault Offenses,Intimidation,,,1/21/2022,3
,22-X5680472,Person,Pearl,10/8/2019,0900,Sex Offenses,Fondling,,,1/27/2022,1
,22-X5680478,Person,Centennial,2/3/2022,0259,Assault Offenses,Simple Assault,,,2/3/2022,1
,22-X5680483,Person,Brentwood-Darlington,2/3/2022,0215,Assault Offenses,Aggravated Assault,,,2/3/2022,1
,22-X5680500,Person,Hazelwood,2/1/2022,0057,Assault Offenses,Aggravated Assault,,,2/1/2022,2
,22-X5680597,Person,South Portland,1/25/2022,0457,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5680602,Person,Woodstock,2/3/2022,0515,Assault Offenses,Simple Assault,,,2/3/2022,1
,22-X5680607,Person,Parkrose Heights,1/25/2022,0227,Assault Offenses,Simple Assault,,,1/25/2022,1
,22-X5680679,Property,Mt Tabor,1/29/2022,2202,Vandalism,Vandalism,,,1/29/2022,1
,22-X5680682,Person,Madison South,1/21/2022,1650,Assault Offenses,Aggravated Assault,,,1/21/2022,1
,22-X5680698,Property,Hazelwood,2/4/2022,0300,Vandalism,Vandalism,,,2/4/2022,1
,22-X5680835,Person,Centennial,2/4/2022,0555,Assault Offenses,Simple Assault,,,2/4/2022,1
,22-X5680840,Person,Lloyd,2/3/2022,2245,Assault Offenses,Simple Assault,,,2/4/2022,1
,22-X5680842,Person,Humboldt,2/4/2022,1214,Assault Offenses,Simple Assault,,,2/4/2022,1
,22-X5680933,Person,Parkrose,2/4/2022,1412,Assault Offenses,Aggravated Assault,,,2/4/2022,1
,22-X5681018,Property,Northwest,1/23/2022,2258,Robbery,Robbery,,,1/23/2022,1
,22-X5681065,Person,Multnomah,2/4/2022,2232,Assault Offenses,Simple Assault,,,2/4/2022,1
,22-X5681069,Person,Northwest,8/1/2021,1727,Sex Offenses,Fondling,,,1/30/2022,1
,22-X5681076,Person,Pearl,11/21/2021,0000,Assault Offenses,Simple Assault,,,1/22/2022,1
,22-X5681080,Person,Lents,2/5/2022,0003,Assault Offenses,Simple Assault,,,2/5/2022,1
,22-X5681114,Person,Argay,2/5/2022,0200,Homicide Offenses,Murder and Non-negligent Manslaughter,,,2/5/2022,1
,22-X5681122,Person,Humboldt,2/4/2022,1528,Assault Offenses,Intimidation,,,2/4/2022,1
,22-X5681125,Person,Mt Scott-Arleta,2/5/2022,0011,Assault Offenses,Simple Assault,,,2/5/2022,1
,22-X5681157,Person,Piedmont,2/5/2022,1100,Assault Offenses,Simple Assault,,,2/5/2022,1
,22-X5681177,Person,Brentwood-Darlington,2/5/2022,1739,Assault Offenses,Simple Assault,,,2/5/2022,1
,22-X5681201,Property,Goose Hollow,1/18/2022,1100,Vandalism,Vandalism,,,1/18/2022,1
,22-X5681481,Person,Downtown,2/4/2022,2216,Assault Offenses,Simple Assault,,,2/4/2022,2
,22-X5681484,Property,Boise,2/5/2022,2018,Vandalism,Vandalism,,,2/5/2022,1
,22-X5681495,Person,Montavilla,2/5/2022,2209,Assault Offenses,Aggravated Assault,,,2/5/2022,1
,22-X5681495,Property,Montavilla,2/5/2022,2209,Vandalism,Vandalism,,,2/5/2022,1
,22-X5681517,Person,Lents,2/6/2022,0625,Assault Offenses,Simple Assault,,,2/6/2022,1
,22-X5681519,Person,Humboldt,2/6/2022,0600,Assault Offenses,Aggravated Assault,,,2/6/2022,1
,22-X5681520,Person,Parkrose Heights,2/6/2022,0626,Assault Offenses,Simple Assault,,,2/6/2022,1
,22-X5681523,Person,Concordia,2/5/2022,2150,Assault Offenses,Simple Assault,,,2/5/2022,1
,22-X5681524,Person,St Johns,2/6/2022,0027,Assault Offenses,Aggravated Assault,,,2/6/2022,1
,22-X5681746,Property,Mt Tabor,1/25/2022,1706,Counterfeiting/Forgery,Counterfeiting/Forgery,,,1/25/2022,1
,22-X5681787,Person,Mill Park,2/6/2022,2108,Assault Offenses,Simple Assault,,,2/6/2022,1
,22-X5681811,Person,Powellhurst-Gilbert,1/26/2022,2345,Assault Offenses,Aggravated Assault,,,1/27/2022,2
,22-X5681929,Property,Kenton,2/5/2022,1700,Vandalism,Vandalism,,,2/5/2022,1
,22-X5681938,Person,Lents,2/6/2022,0236,Assault Offenses,Simple Assault,,,2/6/2022,1
,22-X5681963,Person,Centennial,2/6/2022,2236,Assault Offenses,Aggravated Assault,,,2/7/2022,2
,22-X5681967,Person,Hazelwood,2/6/2022,0320,Assault Offenses,Simple Assault,,,2/6/2022,1
,22-X5681992,Person,Centennial,2/4/2022,0005,Assault Offenses,Aggravated Assault,,,2/6/2022,1
,22-X5682002,Person,Sunnyside,2/6/2022,1900,Assault Offenses,Intimidation,,,2/6/2022,1
,22-X5682011,Person,Ashcreek,2/6/2022,2109,Assault Offenses,Simple Assault,,,2/6/2022,1
,22-X5682329,Person,Parkrose,6/1/1985,0000,Kidnapping/Abduction,Kidnapping/Abduction,,,1/30/2022,1
,22-X5682333,Person,Hazelwood,2/7/2022,0611,Assault Offenses,Aggravated Assault,,,2/7/2022,1
,22-X5682333,Property,Hazelwood,2/7/2022,0611,Vandalism,Vandalism,,,2/7/2022,1
,22-X5682337,Person,Portsmouth,1/1/2010,1200,Sex Offenses,Rape,,,1/31/2022,1
,22-X5682347,Person,Glenfair,2/6/2022,1818,Assault Offenses,Simple Assault,,,2/6/2022,1
,22-X5682351,Person,Hazelwood,2/6/2022,2206,Assault Offenses,Simple Assault,,,2/6/2022,1
,22-X5682355,Person,Brentwood-Darlington,2/7/2022,0945,Assault Offenses,Simple Assault,,,2/7/2022,1
,22-X5682459,Property,Pearl,1/29/2022,2300,Burglary,Burglary,,,1/30/2022,1
,22-X5682475,Property,Parkrose Heights,1/20/2022,2325,Burglary,Burglary,,,1/21/2022,1
,22-X5682551,Person,Centennial,2/8/2022,0150,Assault Offenses,Aggravated Assault,,,2/8/2022,1
,22-X5682572,Property,Centennial,1/30/2022,2057,Robbery,Robbery,,,1/30/2022,1
,22-X5682660,Person,St Johns,7/1/2021,0000,Sex Offenses,Fondling,,,1/31/2022,1
,22-X5682663,Person,Foster-Powell,1/11/2022,1144,Assault Offenses,Intimidation,,,1/11/2022,1
,22-X5682739,Society,Glenfair,2/8/2022,0843,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,2/8/2022,1
,22-X5682806,Person,,2/5/2022,0504,Assault Offenses,Intimidation,,,2/5/2022,1
,22-X5682814,Person,,2/8/2022,0924,Assault Offenses,Aggravated Assault,,,2/8/2022,1
,22-X5682814,Property,,2/8/2022,0924,Vandalism,Vandalism,,,2/8/2022,1
,22-X5682817,Person,Humboldt,2/8/2022,0402,Assault Offenses,Simple Assault,,,2/8/2022,1
,22-X5682830,Person,Irvington,2/8/2022,1637,Assault Offenses,Aggravated Assault,,,2/8/2022,1
,22-X5682830,Society,Irvington,2/8/2022,1637,Weapon Law Violations,Weapons Law Violations,,,2/8/2022,1
,22-X5682874,Person,Kerns,2/8/2022,2206,Assault Offenses,Aggravated Assault,,,2/8/2022,1
,22-X5682878,Person,Centennial,2/8/2022,2121,Assault Offenses,Simple Assault,,,2/8/2022,1
,22-X5682905,Person,Russell,2/9/2022,0020,Assault Offenses,Simple Assault,,,2/9/2022,1
,22-X5682926,Person,Brentwood-Darlington,2/7/2022,1700,Assault Offenses,Intimidation,,,2/8/2022,1
,22-X5683056,Society,Forest Park,2/1/2022,1101,Pornography/Obscene Material,Pornography/Obscene Material,,,2/1/2022,1
,22-X5683075,Person,Powellhurst-Gilbert,1/31/2022,1600,Assault Offenses,Intimidation,,,2/1/2022,1
,22-X5683087,Person,Lents,2/1/2022,1344,Assault Offenses,Simple Assault,,,2/1/2022,2
,22-X5683123,Person,Overlook,2/5/2022,2230,Assault Offenses,Aggravated Assault,,,2/7/2022,1
,22-X5683134,Person,Powellhurst-Gilbert,2/7/2022,0419,Assault Offenses,Simple Assault,,,2/7/2022,1
,22-X5683144,Person,Arbor Lodge,2/7/2022,0827,Assault Offenses,Simple Assault,,,2/7/2022,1
,22-X5683144,Property,Arbor Lodge,2/7/2022,0827,Vandalism,Vandalism,,,2/7/2022,1
,22-X5683149,Person,Montavilla,2/9/2022,0436,Assault Offenses,Simple Assault,,,2/9/2022,1
,22-X5683169,Person,,2/9/2022,0600,Assault Offenses,Aggravated Assault,,,2/9/2022,1
,22-X5683174,Person,Centennial,2/9/2022,0714,Assault Offenses,Aggravated Assault,,,2/9/2022,1
,22-X5683174,Property,Centennial,2/9/2022,0714,Burglary,Burglary,,,2/9/2022,1
,22-X5683174,Society,Centennial,2/9/2022,0714,Weapon Law Violations,Weapons Law Violations,,,2/9/2022,1
,22-X5683258,Property,Alameda,2/5/2022,1555,Vandalism,Vandalism,,,2/5/2022,1
,22-X5683317,Person,Mill Park,2/9/2022,1441,Assault Offenses,Intimidation,,,2/9/2022,1
,22-X5683398,Person,Madison South,2/9/2022,2119,Assault Offenses,Simple Assault,,,2/9/2022,2
,22-X5683407,Person,Arbor Lodge,2/9/2022,1632,Assault Offenses,Simple Assault,,,2/9/2022,1
,22-X5683414,Person,Boise,2/9/2022,2322,Assault Offenses,Aggravated Assault,,,2/10/2022,2
,22-X5683414,Property,Boise,2/9/2022,2322,Vandalism,Vandalism,,,2/10/2022,1
